16|One Today|Kem Giúp Mờ Nám - 8g|Kem dưỡng/chăm sóc da|8g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095312_8276717302965400709_8276717302965400709_f6f649f882ba7593ad0d065477ebaa7e.jpg|2026-08-18|Kem ngừa nám 8g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|c48bf225640d270e95b9bf755ab27701f4a8b43bdda1e712e660273e51ad4042
17|One Today|Sữa Rửa Mặt Sáng Da Ngừa Mụn - 50g|Sữa rửa mặt|50g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095729_8276717302965400709_8276717302965400709_13bb90f1a9d1646aa86c9766ece9ab96.jpg|2026-08-18|Sữa rửa mặt ngừa mụn One Today 50ml|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|7bef266882ab9b2406f470e7152f595df8625144d3cc369dce6dcf893d4abb53
19|One Today|Kem Dưỡng Trắng Da Toàn Thân - 80g|Chăm sóc body|80g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095375_8276717302965400709_8276717302965400709_1926d665c13d210fcec36b929be70c27.jpg|2026-08-18|Kem dưỡng trắng da toàn thân One Today 80g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|f5bf1135e80b3ce710eecd7274d9cbade3c514e1a532178798306d31e14719c9
20|One Today|Kem Giúp Mờ Nám - Mụn, Trắng Da 3 Tác Dụng Cao Cấp - 15g|Kem dưỡng/chăm sóc da|15g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095407_8276717302965400709_8276717302965400709_6c4fac44b2cd7ca5e3be13356b87a093.jpg|2026-08-18|Kem ngừa mụn, nám, trắng da, 3 tác dụng cao cấp 15g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|12d7a2095b8b3e040d101e3abf206fe1b35579e5c785d5a8ff0ffba636e74f0d
21|One Today|Kem Dưỡng Trắng Giúp Mờ Tàn Nhang - Đồi Mồi Cao Cấp - 30g|Kem dưỡng/chăm sóc da|30g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095666_8276717302965400709_8276717302965400709_9db0cfa99feb1b019f0769f7f0f65826.jpg|2026-08-18|Kem nám, tàn nhang, đồi mồi đẳng cấp 30g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|13ee665503aac8fc8c328ef4fb21622a82d4094f592045632bc442da404e8f1d
75|Hatagold|Kem Dưỡng Trắng Da Toàn Thân B5 - 100g|Chăm sóc body|100g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023120221_8276717302965400709_8276717302965400709_e0dfef8e69e30d22da7c722047b4ff8d.jpg|2026-08-18|Kem Dưỡng Trắng Da Toàn Thân - 100g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|ebfa4efecef9bfaddbd5b4a5d637a94e5d0cca43b659b75db003df87862edf09
76|Hatagold|Kem Dưỡng Trắng Giúp Mờ Các Dấu Hiệu Lão Hóa Da B5 - 10g|Kem dưỡng/chăm sóc da|10g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023120026_8276717302965400709_8276717302965400709_602817fc5282e58e2f6bc65a6754e7cd.jpg|2026-08-18|Kem Dưỡng Trắng Giúp Mờ Các Dấu Hiệu Lão Hóa Da - 10g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|29dbc14d139c1f5a5d1ae02981f521ebb87e99fcd4547caef538d89b93cb8fd8
77|Hatagold|Kem Dưỡng Trắng Da Chống Nắng SPF50+ B5 - 10g|Chống nắng|10g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023120075_8276717302965400709_8276717302965400709_2b73ffd74c693dc97e6586ef0b9045c2.jpg|2026-08-18|Kem Dưỡng Trắng Da Chống Nắng SPF50+ - 10g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|e79e39d8b4f706bf7dff7a75fc01e44013a4aab7b3cd131dfaa62e019c3330f7
78|Hatagold|Kem Trắng Da Mặt Đa Chức Năng B5 - 10g|Kem dưỡng/chăm sóc da|10g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023119978_8276717302965400709_8276717302965400709_d16eda4060948621c5446370a1bc6995.jpg|2026-08-18|Kem Dưỡng Trắng Da Đa Chức Năng - 10g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|733fdddf3ac8f9326966066bbd0de32058d01137f20a794442da1eb68e07098f
79|Hatagold|Kem Dưỡng Trắng Giúp Mờ Tàn Nhang - Đồi Mồi B5 - 10g|Kem dưỡng/chăm sóc da|10g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023119929_8276717302965400709_8276717302965400709_731497e9a6fe2dc06bd9898fc7ffce68.jpg|2026-08-18|Kem Dưỡng Trắng Giúp Mờ Nám - Tàn Nhang - Đồi Mồi - 10g|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|ec8c9cc043d0fd2d4dfdf93ab6684378cfff1082901bee3538532407118c2a7d
83|Hatagold|Serum Giúp Mờ Nám Ngừa Mụn Trắng Da B5 - 20g|Serum|20g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023120122_8276717302965400709_8276717302965400709_e647fef3d7c6a22a7da575e18ca233e5.jpg|2026-08-18|Serum Nám Trắng Da|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|ff474f78aba0b2b7ee39c05a99315e769043d7013cb73db55eba78f85445863d
89|Hatagold|Kem Chống Nắng Dưỡng Trắng Da SPF50+ B5 - 50g|Chống nắng|50g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023120170_8276717302965400709_8276717302965400709_b6f30e46e84079170d1005418faf3726.jpg|2026-08-18|Kem Chống Nắng Dưỡng Trắng Da|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|e8944906e84d19bfb2a5597edc54f21611dc096b740ab8ed1f4d84ec8b1721d6
92|Hatagold|Kem Dưỡng Trắng Da Toàn Thân - 120g|Chăm sóc body|120g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023119881_8276717302965400709_8276717302965400709_3c9b4911a845a38a7128036cab8d47dd.jpg|2026-08-18|Kem Dưỡng Trắng Da Toàn Thân Body|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|f3bd83bf3f289c0f6f62c6618f06a73209b3d425d81638359e68a1c46e3658eb
93|She One|Premium Whitening Body Cream - 140g|Chăm sóc body|140g||Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095823_8276717302965400709_8276717302965400709_ec7a0d5bb5643deb638b1c8eee5618e9.jpg|2026-08-18|Kem body She One|PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|f139bfa3b51f11b3e761a9a64d68a8cc19933f7e2902d3cf63517fef87ed6945
94|One Today|Kem Giúp Mờ Nám Mụn Trắng Da - 10g|Kem dưỡng/chăm sóc da|10g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095120_8276717302965400709_8276717302965400709_c2c400e19d0f7cf153f3286d1fe5a062.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|fd4b479531430506b7a69b5d6646bab1bf15f321d6260dcbdc2d128b2bc38e28
95|One Today|Kem Dưỡng Trắng Da Mặt - 8g|Kem dưỡng/chăm sóc da|8g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095153_8276717302965400709_8276717302965400709_5929f1caea63bb846a3189f9e654c1d8.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|9a29b19161d349080b6be5dcbb10d80ca3621fb9d779c802e302d6e955a86532
96|One Today|Kem Dưỡng Trắng Giúp Mờ Các Dấu Hiệu Lão Hóa Da - 8g|Kem dưỡng/chăm sóc da|8g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095218_8276717302965400709_8276717302965400709_9b6e2443cc6092dc59183e5e786305fd.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|c67cc2f1e38f80cc826c94872b5c014b2c17c64f62a9774715a2899e69427455
97|One Today|Kem Dưỡng Trắng Giúp Mờ Tàn Nhang - Đồi Mồi - 8g|Kem dưỡng/chăm sóc da|8g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095250_8276717302965400709_8276717302965400709_84431b683da5ee600d81ed9a5c5cb90d.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|c056cd1f1febbbd10486e742236e7a44dc37167bff070557fd354e912dded699
98|One Today|Kem Trắng Da Chống Nắng SPF50+ - 8g|Chống nắng|8g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095280_8276717302965400709_8276717302965400709_a00cb721a1d2d7539ebb48ce99a7d90e.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|9b51426697a6d45b7d705206f032704d6ff15d41895536ba276f7bd7318ad7ad
99|One Today|Kem Chống Nắng Dưỡng Trắng Da SPF50+ - 50g|Chống nắng|50g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095345_8276717302965400709_8276717302965400709_8b88540c86fd904024769d090eb6faa6.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|e6a96d820da58a0830aa225040c8ab85e86c225cbe46c6bcc74e3b686b6f87d4
100|One Today|Smoothing and Moisturizing Body Wash - 1000g|Chăm sóc body|1000g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095697_8276717302965400709_8276717302965400709_a7ca5dded851ced93c85d210d56d5202.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|f7902634a0094b590b64630a76b4e1e3b6c9b526b4436711338ed8fdefa6deab
101|One Today|Kem Tắm Trắng Cao Cấp Ngọc Trai - 120g|Tắm trắng|120g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095793_8276717302965400709_8276717302965400709_8fde097c2cd5942f54294bb7636fc3d8.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|b7fa6e34fd19e02348589c9033d24cb54e27c838b1f071cf74ab331403b84093
102|One Today|Kem Dưỡng Trắng Giúp Mờ Các Dấu Hiệu Lão Hóa Da Giúp Mờ Nếp Nhăn Da - 30g|Kem dưỡng/chăm sóc da|30g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095855_8276717302965400709_8276717302965400709_ca91067c82a86eced415a9325c920821.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|0adcda5b91a77f5ba4f8708fbb6ab87f4ba29727c3511a2a1b570f19488e876e
103|One Today|Kem Trắng Da Mặt Đa Chức Năng - 30g|Kem dưỡng/chăm sóc da|30g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023095887_8276717302965400709_8276717302965400709_49b2337684fb03588f263532538ae9ac.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|f65906c79f3a936f281083b69cd0df20ef3a56ca07a9d5069570c73d607e9445
104|Hatagold|Kem Giúp Mờ Nám - 18g|Kem dưỡng/chăm sóc da|18g||Sản phẩm mới. Đã đối chiếu ảnh Phiếu công bố do người dùng cung cấp ngày 18/08/2026. Tên sản phẩm và khối lượng lấy trực tiếp từ hồ sơ hình ảnh.|Cao|User-provided cosmetic product notification image||active|VERIFIED_NOTIFICATION_IMAGE|PUBLISH_ALLOWED|1787023119844_8276717302965400709_8276717302965400709_1ab50286362abe8df6d9659745564b6e.jpg|2026-08-18||PHIEU_CONG_BO_SAN_PHAM_MY_PHAM|cd6ff5a34c362ccb266b3e6d9d28d8c0d6566e6a76177caaf2a725ca28d4ccb7
